cik,sub_name,parent_name,first_seen,first_filing,time_out,batch_size,cross_cik,label,match_jaccard,wikidata_company,wikidata_acquirer
0001800227,league sports services llc,iac holdings inc,2022-03-01,2020-06-16,Between 2022-03-01 and 2023-03-01,111,1,0,0.0,,
0000843762,gary concrete products inc,rexnord corp,2007-02-08,2003-01-09,Between 2007-02-08 and 2007-03-07,22,1,0,0.0,,
0000864328,bj petroleum services international limited,bj services co,2002-12-20,1995-12-21,Between 2002-12-20 and 2003-12-17,117,0,0,0.0,,
0000885280,phoenix regional pet center thunderbird llc,mri associates lp,2004-06-23,2001-12-27,Between 2004-06-23 and 2004-11-03,44,1,0,0.0,,
0001038217,houston highway south lp,tarragon realty investors inc,1999-04-15,1998-03-27,Between 1999-04-15 and 2000-03-30,88,0,0,0.0,,
0000726513,tmlh2 inc,tribune co,2007-02-26,1994-03-23,Between 2007-02-26 and 2008-03-20,12,0,0,0.0,,
0000004285,pechiney trading france,alcan aluminium ltd new,2004-03-15,1998-03-31,Between 2004-03-15 and 2005-03-16,333,0,0,0.0,,
0000925645,alfa media spol sro,central european media enterprises ltd,1998-03-30,1997-03-24,Between 1998-03-30 and 1999-03-30,65,0,0,0.0,,
0000720900,bond lease corporation vi,mcdonald & co investments inc,1994-06-22,1994-06-22,Between 1994-06-22 and 1995-06-21,18,0,0,0.0,,
0000317833,plakanda gmbh,jacor communications co,2009-03-30,1994-03-25,Active as of 2009-03-30,311,1,0,0.0,,
0001687229,primestar h fund i llc,invitation homes inc,2018-03-29,2016-12-23,Between 2018-03-29 and 2019-02-28,59,1,0,0.0,,
0000899866,alexion ä°laã§ ticaret åirketi,alexion pharmaceuticals inc,2011-02-17,2001-10-29,Between 2011-02-17 and 2012-02-17,6,0,0,0.0,,
0000792985,brevard hma hme llc,health management associates inc,2011-02-24,1996-12-20,Between 2011-02-24 and 2012-02-27,27,1,0,0.0,,
0000101830,global one central america inc,sprint nextel corp,1999-03-05,1994-03-15,Between 1999-03-05 and 2000-03-24,86,0,0,0.0,,
0000023666,sara lee coffee and tea (hellas) ae,lee sara corp,2003-09-22,1994-09-30,Between 2003-09-22 and 2004-09-03,208,0,0,0.0,,
0000350698,chesrown collision center inc,republic industries inc,1998-03-27,1995-10-10,Between 1998-03-27 and 1999-03-31,443,1,0,0.0,,
0000017797,226hc 8me llc,duke energy progress llc,2020-02-20,1999-03-25,Between 2020-02-20 and 2021-02-25,49,1,0,0.0,,
0001066806,depaa 2000 ab,conoco inc de,1999-02-26,1998-09-28,Between 1999-02-26 and 2000-03-13,53,0,0,0.0,,
0000889331,hamlin electronics gmbh,littelfuse inc de,2014-02-25,1997-02-21,Between 2014-02-25 and 2015-02-24,12,1,0,0.0,,
0001033128,fr mccormick road ii llc,first industrial lp,2017-02-24,2017-02-24,Between 2017-02-24 and 2018-02-27,182,1,0,0.0,,
0000018230,hama rental co,caterpillar inc,1996-03-05,1994-03-02,Between 1996-03-05 and 1997-03-26,41,0,0,0.0,,
0000791915,cypress semiconductor ireland limited,cypress semiconductor corp de,2013-02-28,1994-03-16,Between 2013-02-28 and 2016-03-02,5,0,0,0.0,,
0000916085,hn reinsurance (cayman islands),health net inc,1997-03-31,1997-03-31,Between 1997-03-31 and 1997-05-14,22,0,0,0.0,,
0000046127,warnaco lac one gmbh,hathaway c f co,2003-08-08,2003-08-08,Active as of 2003-08-08,77,1,0,0.0,,
0000315293,aon bulgaria eood,aon plc,2007-03-01,1996-02-12,Between 2007-03-01 and 2008-02-28,454,1,0,0.0,,
0001262039,linksys holdings inc,fortinet inc,2022-02-25,2009-08-10,Between 2022-02-25 and 2023-02-24,14,0,0,0.0,,
0001613859,pharmaceutical research associates romania srl,pra health sciences inc,2014-08-26,2014-08-26,Between 2014-08-26 and 2017-02-23,143,0,0,0.0,,
0000104938,wmx technology center inc,wmx technologies inc,1997-03-28,1994-03-30,Between 1997-03-28 and 1998-03-30,29,0,0,0.0,,
0000060026,lockheed support systems inc,lockheed corp,1994-03-07,1994-03-07,Active as of 1994-03-07,12,1,0,0.0,,
0001437107,vlk management llc,warner bros discovery inc,2023-02-24,2008-08-01,Between 2023-02-24 and 2024-02-23,863,0,0,0.0,,
0001344376,sea global sa,aegean marine petroleum network inc,2005-11-17,2005-11-17,Between 2005-11-17 and 2006-09-29,33,0,0,0.0,,
0001070750,hst grand central llc,host hotels & resorts inc,2012-02-22,1999-03-26,Between 2012-02-22 and 2013-02-25,22,1,0,0.0,,
0001568162,arc wgscrca001 llc,american finance trust inc,2016-03-16,2013-05-14,Between 2016-03-16 and 2017-03-13,40,0,0,0.0,,
0000101382,flint hills elliott co invest lp,umb financial corp,2020-02-27,1994-03-18,Between 2020-02-27 and 2021-03-01,9,0,0,0.0,,
0001360604,haynes street medical associates ii llc,healthcare realty trust inc,2018-02-20,2006-04-28,Between 2018-02-20 and 2019-02-19,113,1,0,0.0,,
0001528059,crei advisors llc,arc properties operating partnership lp,2014-08-01,2014-08-01,Between 2014-08-01 and 2015-03-30,2240,1,0,0.0,,
0000874761,aes colorado holdings llc,aes corporation,2009-02-26,1997-03-31,Between 2009-02-26 and 2010-02-26,130,0,0,0.0,,
0000036995,signet financial services inc,first union corp,1998-03-23,1994-03-08,Between 1998-03-23 and 1999-03-16,204,1,0,0.0,,
0001593548,war blackjack inc,ap gaming holdco inc,2015-03-31,2013-12-19,Between 2015-03-31 and 2016-03-10,5,0,0,0.0,,
0001010610,tlc florida eye laser center llc,tlc laser center inc,2006-03-16,1998-08-31,Between 2006-03-16 and 2007-03-16,46,0,0,0.0,,
0001382556,masonite costa rica sa (and material subsidiaries),cutting edge tooling inc,2007-01-04,2007-01-04,Active as of 2007-01-04,64,1,0,0.0,,
0000029669,rr donnelley nederlands bv,rr donnelley & sons co,2018-02-28,1994-03-28,Between 2018-02-28 and 2019-02-27,9,0,0,0.0,,
0000054681,hpmi inc,katy industries inc,2004-03-29,2001-04-02,Between 2004-03-29 and 2005-04-15,16,0,0,0.0,,
0001452011,guangzhou kanghui agricultural technology co ltd,tanke biosciences corp,2011-02-14,2011-02-14,Active as of 2011-02-14,2,0,0,0.0,,
0001144906,nsc holdings (barbados) limited barbados,catalyst paper corp,2002-02-08,2002-02-08,Between 2002-02-08 and 2003-05-30,4,0,0,0.0,,
0001285785,mosaic feed ingredients limited,mosaic co,2005-08-05,2004-04-08,Between 2005-08-05 and 2006-08-11,101,0,0,0.0,,
0000100517,ual benefits management,united continental holdings inc,2000-03-14,1995-03-08,Between 2000-03-14 and 2001-03-16,2,0,0,0.0,,
0001492658,wright medical belgium nv,wright medical group nv,2016-02-23,2010-06-08,Between 2016-02-23 and 2017-02-23,47,1,0,0.0,,
0001332349,emerihrt oakwell farms lp,brookdale senior living inc,2015-02-25,2005-09-21,Between 2015-02-25 and 2016-02-12,438,1,0,0.0,,
0000070858,bac mezzanine management iii lp,bank of america corp de,2008-02-28,1994-03-30,Between 2008-02-28 and 2009-02-27,245,0,0,0.0,,
0000075129,idaho pacific holdings inc,otter tail corp,2005-03-14,1994-03-30,Between 2005-03-14 and 2006-03-15,8,1,0,0.0,,
0001029786,public employees benefit services corporation of alabama,nationwide financial services inc,1998-03-31,1998-03-31,Between 1998-03-31 and 1999-03-31,28,0,0,0.0,,
0000727162,inc of connecticut,graphic industries inc,1997-04-30,1997-04-30,Active as of 1997-04-30,27,0,0,0.0,,
0000062709,marsh ltd taiwan branch,marsh & mclennan companies inc,2003-03-26,1995-03-28,Between 2003-03-26 and 2004-03-15,139,0,0,0.0,,
0000314808,rowan uk renaissance onshore limited,ensco plc,2020-02-21,1995-03-17,Between 2020-02-21 and 2021-03-02,80,1,0,0.0,,
0000923118,conifer dundee associates lp,home properties of new york inc,2000-03-30,1998-03-24,Between 2000-03-30 and 2001-03-29,238,0,0,0.0,,
0001739942,solarwinds itsm israel ltd,solarwinds corp,2020-02-24,2018-06-01,Between 2020-02-24 and 2021-03-01,9,0,0,0.0,,
0001035688,integrity physical therapy inc,select medical corp,2017-02-23,2000-10-27,Between 2017-02-23 and 2018-02-22,70,1,0,0.0,,
0001102112,pw sr 2022 solar trust,pacwest bancorp,2023-02-27,2001-03-21,Active as of 2023-02-27,5,0,0,0.0,,
0001630031,heritage spe llc,brixmor operating partnership lp,2015-02-19,2015-02-19,Between 2015-02-19 and 2016-02-29,618,1,0,0.0,,
0001001082,alternative marketing inc,echostar communications corp,2004-03-26,1997-03-31,Between 2004-03-26 and 2008-02-26,18,0,0,0.0,,
0001364479,hertz claim management corporation,hertz global holdings inc,2007-03-30,2007-03-30,Between 2007-03-30 and 2008-02-29,104,1,0,0.0,,
0001534992,taco cabana inc,fiesta restaurant group inc,2012-03-14,2012-03-14,Between 2012-03-14 and 2014-02-25,12,1,0,0.0,,
0001297522,texcel inc,venusa ltd,2004-08-30,2004-08-30,Between 2004-08-30 and 2005-12-19,29,1,0,0.0,,
0000092236,sonat marketing company l p(e)(f),sonat inc,1999-03-24,1995-03-28,Active as of 1999-03-24,6,0,0,0.0,,
0000106532,weyco retail corp,weyco group inc,2004-03-12,1996-03-26,Between 2004-03-12 and 2008-03-13,2,0,0,0.0,,
0001771007,univaão uniã£o educacional do vale do aã§o sa,afya ltd,2019-06-24,2019-06-24,Between 2019-06-24 and 2020-02-04,15,0,0,0.0,,
0000860730,hti georgetown llc,columbia hca healthcare corp,1999-08-09,1994-03-31,Between 1999-08-09 and 2000-03-30,75,1,0,0.0,,
0001296884,lvp tampa isles llc,lightstone value plus real estate investment trust,2010-03-31,2010-03-31,Between 2010-03-31 and 2010-05-18,41,0,0,0.0,,
0001359841,hbi international llc,hanesbrands inc,2006-07-25,2006-07-25,Between 2006-07-25 and 2006-09-28,99,1,0,0.0,,
0000881924,midwest inns inc,sholodge inc,1997-03-31,1997-03-31,Between 1997-03-31 and 1998-04-14,24,0,0,0.0,,
0001177394,tigerspike products pte ltd,td synnex corp,2018-01-29,2003-09-05,Between 2018-01-29 and 2019-01-28,48,1,0,0.0,,
0001047170,bank of northumberland inc,eastern virginia bankshares inc,2003-03-24,2003-03-24,Between 2003-03-24 and 2006-11-24,3,0,0,0.0,,
0001363851,ht access llc,sxc health solutions corp,2012-02-24,2008-03-17,Between 2012-02-24 and 2012-05-07,9,0,0,0.0,,
0001139185,darcy martin group llc [de] 70% usa,bcom3 group inc,2002-03-27,2001-04-30,Active as of 2002-03-27,470,0,0,0.0,,
0001205431,baan nederland bv,ssa global technologies inc,2004-10-22,2004-10-22,Between 2004-10-22 and 2005-03-21,139,1,0,0.0,,
0000088095,silja line gmbh,sea containers ltd ny,2004-03-15,2003-03-31,Between 2004-03-15 and 2005-03-31,13,0,0,0.0,,
0001020569,iron mountain south africa holdings ltd(fka docufile holdings,iron mountain incpa,2018-02-16,1996-10-04,Between 2018-02-16 and 2019-02-14,60,0,0,0.0,,
0001286045,nutra manufacturing inc,general nutrition centers inc,2004-04-15,2004-04-15,Between 2004-04-15 and 2005-03-30,21,1,0,0.0,,
0001020569,iron mountain ple limited,iron mountain incpa,2005-03-16,1996-10-04,Between 2005-03-16 and 2006-03-16,26,0,0,0.0,,
0000908255,central precision limited,borgwarner inc,2016-02-11,1997-03-21,Between 2016-02-11 and 2017-02-09,51,1,0,0.0,,
0001093576,mck securities corp,mck communications inc,2000-07-31,2000-07-31,Between 2000-07-31 and 2001-07-02,5,0,0,0.0,,
0000733590,tci anderson estates inc,transcontinental realty investors inc,2007-04-02,2004-03-30,Between 2007-04-02 and 2008-03-31,127,0,0,0.0,,
0001429634,biomet ireland ltd,interpore spine ltd,2012-09-17,2009-02-20,Between 2012-09-17 and 2013-04-30,17,1,0,0.0,,
0000063276,fisher price sarl,mattel inc de,1994-03-25,1994-03-25,Between 1994-03-25 and 1995-03-22,57,0,0,0.0,,
0000081057,kelrae inc,cable car beverage corp,1999-05-17,1999-05-17,Between 1999-05-17 and 1999-10-01,40,1,0,0.0,,
0000078003,medicaps,pfizer inc,2001-03-28,1994-03-25,Between 2001-03-28 and 2002-03-28,277,0,0,0.0,,
0000085388,harborplace inc (note 2),rouse company,1996-03-05,1996-03-05,Between 1996-03-05 and 1997-04-04,188,0,0,0.0,,
0001300734,yantai zhisheng international freight forwarding co ltd,shineco inc,2014-09-03,2014-09-03,Between 2014-09-03 and 2018-10-15,11,0,0,0.0,,
0000089089,eci services inc (de corp) alabama subsidiaries,service corporation international,1999-03-31,1994-03-31,Between 1999-03-31 and 2000-03-30,142,0,0,0.0,,
0001090872,agilent technologies (shanghai) company limited,agilent technologies inc,2009-12-21,1999-10-22,Between 2009-12-21 and 2010-12-20,5,0,0,0.0,,
0000318025,seitz iberica sa (spain),united states filter corp,1998-06-29,1995-06-28,Active as of 1998-06-29,290,0,0,0.0,,
0001819928,zentrick nv,doubleverify holdings inc,2020-09-22,2020-09-22,Between 2020-09-22 and 2021-01-15,16,0,0,0.0,,
0000052988,jacobs management company,jacobs engineering group inc de,1994-12-28,1994-12-28,Between 1994-12-28 and 1995-12-27,32,0,0,0.0,,
0001876431,prenetics consumer healthcare limited,prenetics global ltd,2022-12-14,2021-09-30,Active as of 2022-12-14,7,0,0,0.0,,
0001877322,gce hungaria kft,esab corp,2022-02-22,2022-02-22,Between 2022-02-22 and 2022-07-21,152,1,0,0.0,,
0001039300,galileo,galileo international inc,1997-06-30,1997-06-30,Between 1997-06-30 and 1998-03-17,10,0,0,0.0,,
0000276327,company,midcoast energy resources inc,1999-01-11,1996-05-28,Between 1999-01-11 and 1999-03-31,12,1,0,0.0,,
0001170991,dct valley distribution center llc,dct industrial trust inc,2013-02-21,2005-03-16,Between 2013-02-21 and 2014-02-21,53,1,0,0.0,,
0001063489,shenzhen zhenlongbao investment consulting co ltd,sunburst acquisitions v inc,2017-11-13,2017-11-13,Between 2017-11-13 and 2019-04-16,4,0,0,0.0,,
0001273441,gte colombia holdings llc,gran tierra energy inc,2009-02-27,2006-03-10,Between 2009-02-27 and 2010-02-26,9,0,0,0.0,,
0000045012,kellogg brown & root llc,halliburton co,2006-03-13,1994-03-11,Between 2006-03-13 and 2007-02-28,3,1,0,0.0,,
0000934852,businessworks inc,us office products co,1997-07-08,1996-07-16,Between 1997-07-08 and 1997-08-26,156,0,0,0.0,,
0001020569,iron mountain data centers us holdings llc,iron mountain incpa,2023-02-23,1996-10-04,Between 2023-02-23 and 2024-02-22,58,0,0,0.0,,
0001061937,cbm one holdings llc,host hotels & resorts lp,2004-12-09,1999-03-31,Between 2004-12-09 and 2005-03-02,309,1,0,0.0,,
0000096903,western new york cable advertising lp[lp],tele communications inc,1997-03-28,1994-03-28,Between 1997-03-28 and 1998-03-27,136,1,0,0.0,,
0001549872,cti capital corporation,xura inc,2012-09-20,2012-09-20,Between 2012-09-20 and 2013-05-16,74,1,0,0.0,,
0000857593,vail banks inc,community first bankshares inc,1997-03-27,1997-03-27,Between 1997-03-27 and 1998-03-11,20,0,0,0.0,,
0000740260,nic 4 courtyards of new bern gp llc,ventas inc,2022-02-18,1996-03-29,Between 2022-02-18 and 2023-02-10,373,1,0,0.0,,
0001466537,venice hma llc,yakima hma llc,2012-08-10,2012-08-10,Active as of 2012-08-10,268,1,0,0.0,,
0000875570,jd edwards deutschland gmbh,peoplesoft inc,2004-03-04,1997-03-31,Active as of 2004-03-04,51,1,0,0.0,,
0000100858,cinergy conesville llc,union light heat & power co,2001-02-27,2000-03-03,Between 2001-02-27 and 2002-02-28,90,1,0,0.0,,
0001060391,recommunity corporation,republic services inc,2018-02-09,1998-06-29,Between 2018-02-09 and 2019-02-08,49,0,0,0.0,,
0001819516,kenyon international emergency services limited,wheels up experience inc,2023-03-31,2021-03-15,Between 2023-03-31 and 2024-03-07,28,0,0,0.0,,
0001082198,pernix serka joint venture legal partnership,pernix group inc,2014-03-28,2010-03-31,Between 2014-03-28 and 2015-03-20,5,0,0,0.0,,
0000107140,john wiley and sons australia ltd,john wiley & sons inc,2012-06-26,2009-06-24,Between 2012-06-26 and 2018-06-29,12,0,0,0.0,,
0000926660,aimco capital tax credit fund vii llc,aimco properties lp,2006-03-09,1998-06-22,Between 2006-03-09 and 2007-03-05,238,1,0,0.0,,
0000878522,john m taylor funeral home inc,stewart enterprises inc,1997-01-24,1997-01-24,Between 1997-01-24 and 1998-01-29,261,1,0,0.0,,
0001293200,gmh military housing vandenberg general partner llc,gmh communities trust,2008-03-14,2004-10-18,Active as of 2008-03-14,31,0,0,0.0,,
0001868159,preferred freezer services llc,lineage inc,2024-05-06,2024-05-06,Active as of 2024-05-06,172,0,0,0.0,,
0001822479,unidade de esterilizaã§ã£o cotia ltda,sotera health co,2020-11-02,2020-11-02,Between 2020-11-02 and 2021-03-09,42,0,0,0.0,,
0000024008,continental conveyor & equipment pty,continental conveyor & equipment co,2001-04-02,1997-05-22,Between 2001-04-02 and 2002-03-29,14,1,0,0.0,,
0000918646,centex materials lp ltd llc,eagle materials inc,2000-06-21,1997-06-27,Between 2000-06-21 and 2001-06-27,5,1,0,0.0,,
0000026780,sibi packs limited,dana corp,2000-03-14,1994-03-14,Between 2000-03-14 and 2001-03-01,57,0,0,0.0,,
0000802843,hawley physical therapy inc,novacare inc,1999-09-20,1995-09-15,Between 1999-09-20 and 2000-09-28,227,1,0,0.0,,
0000922864,ccpiv apartments gp llc,apartment investment & management co,2001-03-30,1997-03-31,Between 2001-03-30 and 2002-03-20,625,1,0,0.0,,
0001017147,optima rehabilitation services ii ltd,intensiva healthcare corp,2001-06-26,1996-07-25,Between 2001-06-26 and 2003-10-17,278,1,0,0.0,,
0001048286,luxury hotels international of japan inc,marriott international inc md,2016-02-18,1998-02-13,Between 2016-02-18 and 2017-02-21,259,0,0,0.0,,
0001061323,gc dev co inc,global crossing holdings ltd,2000-01-11,1998-12-22,Active as of 2000-01-11,4,1,0,0.0,,
0000006951,applied materials spain sl,applied materials inc de,2007-12-14,1994-12-21,Between 2007-12-14 and 2008-12-12,13,0,0,0.0,,
0000805264,royal ventures construction & development inc,georgia gulf corp de,2014-02-28,2000-03-29,Between 2014-02-28 and 2016-02-29,10,1,0,0.0,,
0000717751,homelogic llc,international electronics inc,2008-08-11,2002-11-25,Active as of 2008-08-11,57,1,0,0.0,,
0001988494,nadg nnn wel (sal oh) gp llc,frontview reit inc,2024-09-09,2024-09-09,Between 2024-09-09 and 2024-09-24,590,0,0,0.0,,
0001142206,flt prime insurance corporation,mitsui sumitomo insurance co ltd,2007-12-19,2007-12-19,Active as of 2007-12-19,114,1,0,0.0,,
0000065873,western wireless international doo (an llc),alltel corp,2006-03-10,1994-02-18,Between 2006-03-10 and 2006-05-02,70,0,0,0.0,,
0000715779,books,deb shops inc,1997-04-29,1997-04-29,Between 1997-04-29 and 1999-04-29,4,1,0,0.0,,
0000029644,nippon donaldson ltd,donaldson co inc,2003-10-14,1996-10-29,Between 2003-10-14 and 2004-10-07,16,0,0,0.0,,
0000082811,manufacturing corporation,regal rexnord corp,2002-03-27,2002-03-27,Between 2002-03-27 and 2004-03-12,18,0,0,0.0,,
0001630031,brixmor webster square llc,brixmor operating partnership lp,2016-02-29,2015-02-19,Between 2016-02-29 and 2017-02-13,26,1,0,0.0,,
0000860731,colorado interactive llc,tyler technologies inc,2022-02-23,1997-03-10,Between 2022-02-23 and 2023-02-22,60,1,0,0.0,,
0001095651,istar ohacs trs llc,istar inc,2012-02-29,2000-03-30,Between 2012-02-29 and 2013-03-01,76,0,0,0.0,,
0001253986,arbor realty collateralized loan obligation 2013 1 ltd,arbor realty trust inc,2015-02-13,2003-11-13,Between 2015-02-13 and 2016-02-26,6,0,0,0.0,,
0001364250,douglas emmett residential 2005 llc,douglas emmett inc,2006-10-03,2006-10-03,Between 2006-10-03 and 2008-02-22,34,0,0,0.0,,
0001048911,vi fedex partners inc,fedex corp,2003-07-17,1998-08-14,Between 2003-07-17 and 2004-06-23,30,1,0,0.0,,
